tweet_id,text,created_at,likes
1242123434466979841,"Everyday might not be good but there's always something good in each day.
#coronaviruskenya 
#COVID19… https://t.co/lO365BgILx",2020-03-23 16:17:58,1
1242123396684697603,"The next one week 😷

 #coronaviruskenya",2020-03-23 16:17:49,0
1242123373188124673,"#coronaviruskenya #LockdownNow #UhuruKenyatta am just imagine, how people are coping with self caging something a h… https://t.co/jgDBSTZwov",2020-03-23 16:17:44,0
1242086219519012867,Internet never forget we will remind you that you resorted to internet to fight corona #coronaviruskenya,2020-03-23 13:50:06,0
1242123367882330113,@ntsa_kenya @DCI_Kenya #coronaviruskenya If only they'll provide food at our outdoor step we'll quarantine… https://t.co/z8Rcr0XokJ,2020-03-23 16:17:43,0
1242123307903844353,I like what @HassanAliJoho said about #coronaviruskenya TOTAL SHUTDOWN!!!!,2020-03-23 16:17:28,0
1242116441635262467,Some of us who bite our finger nails since our childhood days. What happens? I've never seen my nails this big.… https://t.co/cQrYDo8N08,2020-03-23 15:50:11,0
1242123272805900290,"We need testing testing testing testing, testing to be conducted by the army, the covid 19 is threat to National Se… https://t.co/pFCI6zbNhD",2020-03-23 16:17:20,0
1242069774231887880,I wish this would have been the much anticipated presidential address that we were waiting for earlier today at 10a… https://t.co/trbsCKtKgX,2020-03-23 12:44:45,2
1242099848666636289,"Mass testing please, just please fins a way.  #coronaviruskenya",2020-03-23 14:44:15,0
1242099789694750720,"I need help here does it mean ukipata corona nkama uko na aids,,, has no cure??? #coronaviruskenya",2020-03-23 14:44:01,1
1242099788893564929,Not having money during this #coronaviruskenya pandemic is difficult. You chose between dying of hunger because you… https://t.co/35WjI1fae0,2020-03-23 14:44:01,0
1242123153939353600,"We're still open for whatever you need🛒🏃‍♂️🚚

#coronaviruskenya
#FeaturingApocalypse
#WaterAndFoodFirst
#LockdownNow 
#Sundownerkbc",2020-03-23 16:16:52,0
1242116336739913728,Taken out since last Friday to buy gas. Seems I have been in a different Kenya. Life is normal outside my kijiji...… https://t.co/rpGXmOBamM,2020-03-23 15:49:46,1
1242116304934440961,I hope CS Mutahi can see what other governments are doing😂. #coronaviruskenya https://t.co/zrPCYMIJn6,2020-03-23 15:49:39,6
1242122980433461250,"The Government could have subsidise fuel in order for mataus to charge cheaper fare, now this is counter productive… https://t.co/SHxpJe2ewx",2020-03-23 16:16:10,1
1242122964608434181,"We are in this together.
Let's be safe and stop the spread of #COVID19
#coronaviruskenya #coronavirus… https://t.co/cqZBa5zsmj",2020-03-23 16:16:06,1
1242122815823847424,"As cases of #COVID19 escalate in the country, I urge my fellow country people to adhere to the restrictions &amp; direc… https://t.co/5DHcuvLexd",2020-03-23 16:15:31,1
1242122793627660288,"As you quarantine, remember to issue those teenagers with condoms if they can't chill.
We are about to see an incre… https://t.co/TptqoUwruR",2020-03-23 16:15:26,1
1242122752032718849,I don't understand why mutahi is pleading with matatu operators not to hike fare. Then threaten other businesses hi… https://t.co/Av56hXnSLb,2020-03-23 16:15:16,1
1242099340342067203,Confirmed #coronavirus cases in Kenya stands at 16 after one more case was confirmed today. #coronaviruskenya #CoronaVirusUpdate,2020-03-23 14:42:14,5
1242122688606482434,"I'm eating junk and watching rubbish...someone should stop me...
#COVIDー19 
#CoronavirusInSA 
#COVID19… https://t.co/djGr2AR2vS",2020-03-23 16:15:01,0
1242122607346036737,"Holy Moly 👇👇🤣🤣😷😷

#COVIDIOTS #COVID19 #coronaviruskenya #StayHome #staysafe 

📷 courtesy https://t.co/Agxf9uLBXI",2020-03-23 16:14:41,0
1242099288685137920,@SMukangai This issue is real Sasa #coronaviruskenya,2020-03-23 14:42:02,1
1242122540321038344,"@WBSuperSeries @MuhammadAli @holyfield Lmao #Quarantine has got boxing uploading old and fake fighs lolol,… https://t.co/BkQmHsskt1",2020-03-23 16:14:25,1
1242122535526948864,How many ventilators do we have at our isolation facilities?  do we have enough PPE's for the frontline staff? @MOH_Kenya #coronaviruskenya,2020-03-23 16:14:24,0
1242085595842838529,The Unga revolution we've all been waiting for may be about to unravel. Hang on suckers.. 4G will feed us… https://t.co/998bkkNmn0,2020-03-23 13:47:37,0
1242122438814715904,It's time we WANT to SEE the Kenyans billionaires coming out to HELP poor in our society. Moreso we WANNA see those… https://t.co/kdd8jZtaQm,2020-03-23 16:14:01,0
1242115601608261634,"@Joekiash Even being a cook I am bado cjapata recipe
#coronaviruskenya",2020-03-23 15:46:51,1
1242122388948553730,Do you have Quarantine playlist?? Listen to this for there is more banter accompanied by A lot of exclusive music… https://t.co/3gp2L8bGFU,2020-03-23 16:13:49,0
1242115584365662213,Ready for Quarantine starting tomorrow. Stay indoors. #coronaviruskenya @PlayStation #GodofWar https://t.co/e5ALQtyWKs,2020-03-23 15:46:47,0
1242099153381085186,"It is impressive seeing Valley Arcade do proper #COVID19 screening to everyone going in. 

#coronaviruskenya #MulikaCorona",2020-03-23 14:41:29,0
1242122307407163393,"Toyota Allex for sale call 0733429759
#Toyota
#Allex
#coronaviruskenya
#FeaturingApocalypse
#WaterAndFoodFirst… https://t.co/Zvo4MAKgpM",2020-03-23 16:13:30,0
1242122278189621254,"#Allah ask us to seek aid through patience and prayer in the face of the vicissitudes of the world and religion .  
#coronaviruskenya",2020-03-23 16:13:23,0
1242122277963038720,"#coronaviruskenya in Kenya 🇰🇪 we're not fighting #Covid_19 but ignorance, those who you consider intellectuals are… https://t.co/RyFNRzreWY",2020-03-23 16:13:23,0
1242099084632231937,"#coronaviruskenya #UhuruKenyatta why are our leaders not thinking?Want fares and prices to remain low, reduce price of fuel.",2020-03-23 14:41:13,0
1242099069062914062,"#DO_YOU WANT TO START EARNING KSH.
5,000 DAILY USING YOUR PHONE? KINDLY SEND US A WHATSAPP CHAT TO +254711277090 ST… https://t.co/mK8H7PWcrQ",2020-03-23 14:41:09,0
1242115361878786048,NAROK COUNTY puts woman who recently returned from Sweden in forced quarantine after she freely interacted with her… https://t.co/Ga4NcQZt9t,2020-03-23 15:45:54,1
1242122124329918465,"#coronaviruskenya
Pray for Medical Doctors
Pray for Medical Doctors
Pray for Medical Doctors
Pray for Medical Docto… https://t.co/4a6HIVawwO",2020-03-23 16:12:46,0
1242115278303039494,We can do this #coronaviruskenya #COVIDIOTS #StayHome #staysafe https://t.co/dp5fj1868X,2020-03-23 15:45:34,1
1242122030373318657,"Just wanted to know!

What is the logic behind this gap in bathroom doors?

#COVIDー19
#PakistanResolutionDay… https://t.co/CJrbKIH9kq",2020-03-23 16:12:24,0
1242085234184781829,"All these #coronaviruskenya hullabaloo, @KenyaAirports have failed us hands down. Then @MOH_Kenya which was under i… https://t.co/OvJfHoWhA5",2020-03-23 13:46:11,0
1242122000405073922,"Toyota Vitz for sale
1300cc
YOF 2012
Orginal Paint
Accident free
Call 0733429759
#Toyota
#Vitz
#coronaviruskenya… https://t.co/NNObND7rHO",2020-03-23 16:12:17,0
1242085202790400004,Has anyone heard of the ONE &amp; ONLY fierce @FredMatiangi? 🤷‍♂️🤷‍♂️ cos am thinking venye ametupeleka mbio cos of min… https://t.co/6copLlCbro,2020-03-23 13:46:03,0
1242121877214150659,"If you'd teleport right now where would you go? 
#coronaviruskenya",2020-03-23 16:11:47,1
1242085097312043008,"""The vultures of this landscape came to call 
this morning—found a bare-limbed tree outside 
my kitchen window, set… https://t.co/BRcvvWyzh0",2020-03-23 13:45:38,0
1242121756556607489,How will this help the mama mboga who sits under the scorching sun every day to fend for her family ?… https://t.co/uOnZEyapJB,2020-03-23 16:11:18,0
1242085024041775106,"@citizentvkenya #coronaviruskenya #COVID19 Don't ask me why, Whatever Bob was Smoking He might have predicted some… https://t.co/HzQfBITZXn",2020-03-23 13:45:21,1
1242121709643337728,"Toyota Avensis for sale call 0733429759
#Toyota
#coronaviruskenya
#FeaturingApocalypse
#WaterAndFoodFirst… https://t.co/dHkit5D6L3",2020-03-23 16:11:07,0
1242098707333513217,Was Uk addressing #coronaviruskenya and the looming  crisis or marketing for telkom and google loons #WaterAndFoodFirst,2020-03-23 14:39:43,0
1242121658363772928,"Imagine surviving all this uprotected sex only to die from unprotected handshake😪💣🕳💥
#lockdown
#coronaviruskenya",2020-03-23 16:10:55,2
1242121613048414213,"@MuthuiMkenya Meanwhile, all Kenyan billionaires are mute in the heat of all this #coronaviruskenya pandemonium. You just can't explain it.",2020-03-23 16:10:44,1
